date,observed,trend,seasonal,residual
2019-12-01,16040.1,15131.512499999999,565.4392324942133,343.1482675057881
2020-01-01,15446.9,15051.099999999997,-61.68394458912065,457.48394458912355
2020-02-01,15292.3,14991.941666666664,-238.6051685474535,538.963501880789
2020-03-01,15225.7,14945.837499999996,-220.03941333912047,499.9019133391252
2020-04-01,13074.7,14905.4375,-232.68042896412027,-1598.057071035879
2020-05-01,13547.8,14866.145833333332,-125.06519458912057,-1193.2806387442122
2020-06-01,14456.2,14827.224999999997,-17.3396737557871,-353.6853262442089
2020-07-01,14705.9,14794.641666666666,-12.036895978009529,-76.70477068865726
2020-08-01,14927.1,14767.27083333333,-9.533684172453897,169.36285083912395
2020-09-01,14858.9,14746.5625,-91.99006438078722,204.32756438078684
2020-10-01,15102.5,14819.766666666666,41.73285228587991,241.00048104745366
2020-11-01,15464.3,14966.491666666667,401.8023835358798,96.00594979745267
2020-12-01,15608.7,15066.383333333333,565.4392324942133,-23.122565827545827
2021-01-01,15096.3,15124.0625,-61.68394458912065,33.92144458911992
2021-02-01,14986.0,15159.058333333332,-238.6051685474535,65.54683521412102
2021-03-01,15035.0,15183.395833333332,-220.03941333912047,71.64358000578835
2021-04-01,15022.3,15207.124999999998,-232.68042896412027,47.85542896412136
2021-05-01,15121.6,15227.695833333333,-125.06519458912057,18.969361255787717
2021-06-01,15279.8,15245.275,-17.3396737557871,51.86467375578674
2021-07-01,15266.6,15264.354166666664,-12.036895978009529,14.282729311345651
2021-08-01,15206.3,15290.641666666665,-9.533684172453897,-74.80798249421143
2021-09-01,15163.8,15319.099999999997,-91.99006438078722,-63.309935619210236
2021-10-01,15367.1,15345.02083333333,41.73285228587991,-19.653685619209845
2021-11-01,15693.4,15367.329166666665,401.8023835358798,-75.73155020254478
2021-12-01,15801.5,15385.904166666665,565.4392324942133,-149.84339916087868
2022-01-01,15361.4,15405.345833333331,-61.68394458912065,17.738111255789256
2022-02-01,15351.8,15428.283333333333,-238.6051685474535,162.12183521411993
2022-03-01,15352.2,15449.808333333332,-220.03941333912047,122.43108000578871
2022-04-01,15327.2,15465.558333333332,-232.68042896412027,94.32209563078851
2022-05-01,15352.1,15476.441666666666,-125.06519458912057,0.7235279224552329
2022-06-01,15495.1,15484.766666666666,-17.3396737557871,27.67300708912104
2022-07-01,15517.9,15494.2375,-12.036895978009529,35.69939597800989
2022-08-01,15505.5,15502.904166666664,-9.533684172453897,12.129517505790384
2022-09-01,15381.2,15507.841666666665,-91.99006438078722,-34.65160228587739
2022-10-01,15527.7,15512.916666666664,41.73285228587991,-26.94951895254342
2022-11-01,15794.0,15522.312499999998,401.8023835358798,-130.114883535878
2022-12-01,15900.7,15530.920833333334,565.4392324942133,-195.6600658275462
2023-01-01,15489.5,15535.404166666667,-61.68394458912065,15.779777922453498
2023-02-01,15431.7,15537.383333333333,-238.6051685474535,132.92183521412102
2023-03-01,15390.8,15538.866666666669,-220.03941333912047,71.97274667245114
2023-04-01,15410.4,15541.370833333334,-232.68042896412027,101.7095956307856
2023-05-01,15494.4,15544.591666666667,-125.06519458912057,74.87352792245305
2023-06-01,15559.4,15548.85,-17.3396737557871,27.889673755786372
